"","Retailer_country","Order_method_type","Retailer_type","Product_line","Product_type","Product","Year","Quarter","Revenue","Quantity","Gross_margin","pred"
"32946","Belgium","Web","Sports Store","Camping Equipment","Sleeping Bags","Hibernator Pad",2012,"Q4 2012",8635.17,219,0.51382196,8717.39438290419
"33103","Austria","Telephone","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Granite Belay",2012,"Q4 2012",8356.6,127,0.47613982,8567.41226339339
"33119","Austria","Telephone","Outdoors Shop","Personal Accessories","Eyewear","Polar Sun",2012,"Q4 2012",8564.76,139,0.57560399,8548.76747702699
"33350","Austria","Web","Sports Store","Personal Accessories","Watches","Mountain Man Extreme",2012,"Q4 2012",8366.21,29,0.59724774,8626.84011279528
"33382","Austria","Web","Sports Store","Personal Accessories","Binoculars","Seeker Mini",2012,"Q4 2012",8871.12,108,0.51302654,8705.12687666472
"33569","Italy","Web","Department Store","Personal Accessories","Binoculars","Ranger Vision",2012,"Q4 2012",8640,54,0.5340625,8803.51815612704
"33868","Spain","Web","Golf Shop","Personal Accessories","Knives","Bear Edge",2012,"Q4 2012",8253,210,0.40127226,8394.61793553953
"33974","Spain","Web","Outdoors Shop","Camping Equipment","Lanterns","Flicker Lantern",2012,"Q4 2012",8850.4,260,0.54112808,8857.92535400858
"33998","Spain","Web","Outdoors Shop","Personal Accessories","Watches","Mountain Man Extreme",2012,"Q4 2012",8896.15,31,0.59511811,8675.98820605633
"34081","Spain","Web","Sports Store","Personal Accessories","Eyewear","Polar Ice",2012,"Q4 2012",8705.4,81,0.53765594,8610.92106193033
"34183","United States","Telephone","Outdoors Shop","Personal Accessories","Watches","Venue",2013,"Q1 2013",8614,118,0.41785001,8641.34740703391
"34226","United States","Web","Golf Shop","Personal Accessories","Eyewear","Bella",2013,"Q1 2013",8227.5,111,0.41873595,8111.37575575891
"34455","United States","Web","Outdoors Shop","Camping Equipment","Packs","Canyon Mule Carryall",2013,"Q1 2013",8519.26,122,0.41028211,8688.44539731881
"34465","United States","Web","Outdoors Shop","Camping Equipment","Lanterns","EverGlow Lamp",2013,"Q1 2013",8315.19,299,0.54009349,7196.80264347733
"34466","United States","Web","Outdoors Shop","Camping Equipment","Lanterns","Flicker Lantern",2013,"Q1 2013",8253.6,240,0.5457982,8323.98137301381
"34538","United States","Web","Eyewear Store","Personal Accessories","Watches","Mountain Man Digital",2013,"Q1 2013",8280.39,199,0.51934631,8271.58671720231
"34703","United States","Sales visit","Department Store","Camping Equipment","Lanterns","Flicker Lantern",2013,"Q1 2013",8219.21,239,0.5457982,8258.63871278862
"34962","Canada","Web","Department Store","Personal Accessories","Knives","Bear Survival Edge",2013,"Q1 2013",8592.64,98,0.46395985,8569.09962460894
"35353","Mexico","Web","Department Store","Personal Accessories","Watches","Mountain Man Deluxe",2013,"Q1 2013",8599.17,111,0.49657932,8608.67632962033
"35540","Mexico","Web","Sports Store","Personal Accessories","Watches","Lux",2013,"Q1 2013",8459.6,48,0.47510284,8490.14815887748
"35543","Mexico","Web","Sports Store","Personal Accessories","Watches","Kodiak",2013,"Q1 2013",8836.2,72,0.44811571,8715.1207055428
"35760","Brazil","Web","Department Store","Personal Accessories","Eyewear","Trendi",2013,"Q1 2013",8701.9,173,0.39582505,8721.9119194785
"36059","Japan","Mail","Sports Store","Personal Accessories","Binoculars","Seeker Extreme",2013,"Q1 2013",8677,50,0.45764665,8709.63017535545
"36096","Japan","E-mail","Department Store","Personal Accessories","Navigation","Glacier Deluxe",2013,"Q1 2013",8520.66,93,0.42152368,8625.28804034674
"36154","Japan","Web","Golf Shop","Personal Accessories","Binoculars","Seeker Mini",2013,"Q1 2013",8453.12,104,0.50787402,8593.13443193254
"36155","Japan","Web","Golf Shop","Personal Accessories","Binoculars","Opera Vision",2013,"Q1 2013",8250,75,0.54381818,8583.14541252436
"36173","Japan","Web","Golf Shop","Golf Equipment","Putters","Blue Steel Putter",2013,"Q1 2013",8253.75,93,0.53577465,8496.37013069047
"36340","Japan","Web","Outdoors Shop","Personal Accessories","Eyewear","Polar Sports",2013,"Q1 2013",8240.56,68,0.51413011,8519.28066039377
"36554","Singapore","Fax","Outdoors Shop","Personal Accessories","Eyewear","Polar Sports",2013,"Q1 2013",8840.83,75,0.50049939,8666.66867875579
"36573","Singapore","Web","Golf Shop","Personal Accessories","Eyewear","Maximus",2013,"Q1 2013",8667,102,0.51896389,8677.61383171037
"36577","Singapore","Web","Golf Shop","Personal Accessories","Eyewear","Retro",2013,"Q1 2013",8645.7,138,0.44958766,8642.71676497018
"36897","Korea","Web","Golf Shop","Personal Accessories","Eyewear","Dante",2013,"Q1 2013",8441.55,185,0.44444444,8441.55
"36901","Korea","Web","Golf Shop","Personal Accessories","Eyewear","Trendi",2013,"Q1 2013",8249.2,164,0.39582505,8462.53278812796
"36967","Korea","Web","Department Store","Camping Equipment","Lanterns","EverGlow Double",2013,"Q1 2013",8656.9,166,0.44870566,8660.57655503989
"37215","China","Web","Golf Shop","Personal Accessories","Knives","Max Gizmo",2013,"Q1 2013",8545.5,211,0.57808671,8542.34918026798
"37316","China","Web","Outdoors Shop","Camping Equipment","Lanterns","EverGlow Double",2013,"Q1 2013",8917.65,171,0.44870566,8804.67607245686
"37679","Australia","Web","Warehouse Store","Personal Accessories","Knives","Bear Edge",2013,"Q1 2013",8418.52,212,0.40745404,8500.73944345968
"37719","Australia","Web","Outdoors Shop","Camping Equipment","Lanterns","Flicker Lantern",2013,"Q1 2013",8731.38,252,0.54918466,8683.3234284225
"37946","Netherlands","Web","Department Store","Personal Accessories","Watches","Lux",2013,"Q1 2013",8694.4,52,0.47954545,8623.14229234086
"37952","Netherlands","Web","Department Store","Personal Accessories","Eyewear","Polar Sports",2013,"Q1 2013",8619.95,73,0.50136138,8612.46598166124
"38015","Netherlands","Web","Warehouse Store","Camping Equipment","Lanterns","Firefly Extreme",2013,"Q1 2013",8770.68,162,0.44052457,8547.29065522679
"38074","Netherlands","Web","Outdoors Shop","Personal Accessories","Eyewear","Bella",2013,"Q1 2013",8775,130,0.4517037,8790.40994694412
"38254","Netherlands","Sales visit","Outdoors Shop","Personal Accessories","Watches","Mountain Man Deluxe",2013,"Q1 2013",8831.58,114,0.49657932,8658.6132833287
"38351","Sweden","Web","Golf Shop","Personal Accessories","Watches","TX",2013,"Q1 2013",8272,44,0.45028288,8644.94122436733
"38352","Sweden","Web","Golf Shop","Personal Accessories","Watches","Legend",2013,"Q1 2013",8253.8,31,0.43502871,8630.79811137313
"38574","Denmark","Web","Golf Shop","Personal Accessories","Eyewear","Trendi",2013,"Q1 2013",8802.5,175,0.3934689,8770.15678401502
"38609","Denmark","Web","Department Store","Personal Accessories","Eyewear","Polar Sports",2013,"Q1 2013",8624.88,73,0.5016464,8613.60247402865
"38709","Denmark","Web","Eyewear Store","Personal Accessories","Eyewear","Polar Sports",2013,"Q1 2013",8841.95,73,0.51388099,8662.38683355921
"38753","Denmark","Web","Sports Store","Personal Accessories","Watches","Lux",2013,"Q1 2013",8360,50,0.47269856,8538.20110924081
"38774","Denmark","Web","Sports Store","Personal Accessories","Binoculars","Opera Vision",2013,"Q1 2013",8910,81,0.54,8740.84017400643
"38816","Denmark","Sales visit","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Firefly Climbing Lamp",2013,"Q1 2013",8504.23,217,0.44628732,8559.07607916128
"38841","Finland","Web","Department Store","Personal Accessories","Watches","Venue",2013,"Q1 2013",8833,121,0.42082192,8739.65734915777
"38868","Finland","Web","Department Store","Personal Accessories","Binoculars","Ranger Vision",2013,"Q1 2013",8985.6,52,0.44444444,8412.36655155495
"38996","Finland","Web","Eyewear Store","Personal Accessories","Watches","Lux",2013,"Q1 2013",8527.2,51,0.47954545,8594.32238885746
"39006","Finland","Web","Eyewear Store","Personal Accessories","Eyewear","Bella",2013,"Q1 2013",8707.5,129,0.44577778,8737.96095480068
"39011","Finland","Web","Eyewear Store","Personal Accessories","Eyewear","Inferno",2013,"Q1 2013",8580,132,0.39215385,8513.01093554732
"39268","France","Web","Golf Shop","Personal Accessories","Eyewear","Polar Sun",2013,"Q1 2013",8224.72,133,0.57713454,8405.78338351297
"39460","France","Web","Outdoors Shop","Personal Accessories","Watches","Mountain Man Deluxe",2013,"Q1 2013",8241.49,102,0.51732029,8432.00000543314
"39693","France","Sales visit","Sports Store","Camping Equipment","Sleeping Bags","Hibernator Extreme",2013,"Q1 2013",8219.34,31,0.43426115,8219.34
"39757","Germany","E-mail","Sports Store","Camping Equipment","Sleeping Bags","Hibernator Pad",2013,"Q1 2013",8645.28,217,0.50401606,8644.48679863448
"39775","Germany","E-mail","Sports Store","Personal Accessories","Knives","Bear Survival Edge",2013,"Q1 2013",8329.6,95,0.46395985,8482.63991415876
"39869","Germany","Web","Department Store","Personal Accessories","Watches","Lux",2013,"Q1 2013",8255.2,47,0.47228898,8450.10823429746
"39992","Germany","Web","Outdoors Shop","Camping Equipment","Lanterns","EverGlow Double",2013,"Q1 2013",8917.65,171,0.44870566,8804.67607245686
"40073","Germany","Web","Eyewear Store","Personal Accessories","Eyewear","Polar Wave",2013,"Q1 2013",8892.66,93,0.56996444,8652.94639876118
"40223","Switzerland","Web","Golf Shop","Personal Accessories","Knives","Bear Edge",2013,"Q1 2013",8378.81,211,0.40745404,8471.91953997628
"40282","Switzerland","Web","Department Store","Personal Accessories","Eyewear","Bella",2013,"Q1 2013",8370,124,0.44577778,8593.86143738371
"40336","Switzerland","Web","Equipment Rental Store","Camping Equipment","Sleeping Bags","Hibernator Pad",2013,"Q1 2013",8844.48,222,0.50401606,8788.58631605145
"40396","Switzerland","Web","Outdoors Shop","Personal Accessories","Eyewear","Polar Sports",2013,"Q1 2013",8359.58,69,0.51400429,8547.5988676114
"40409","Switzerland","Web","Outdoors Shop","Personal Accessories","Knives","Max Gizmo",2013,"Q1 2013",8881.8,220,0.56173523,8736.52821262241
"40433","Switzerland","Web","Eyewear Store","Personal Accessories","Eyewear","Polar Ice",2013,"Q1 2013",8813.2,82,0.53767304,8663.64154305107
"40505","Switzerland","Web","Sports Store","Golf Equipment","Woods","Hailstorm Titanium Woods Set",2013,"Q1 2013",8897.56,7,0.51301256,8897.56
"40572","Switzerland","Sales visit","Sports Store","Personal Accessories","Knives","Bear Survival Edge",2013,"Q1 2013",8592.64,98,0.46395985,8532.57686786713
"40752","United Kingdom","Web","Direct Marketing","Camping Equipment","Packs","Canyon Mule Weekender Backpack",2013,"Q1 2013",8290.81,29,0.41704852,8290.81
"40813","United Kingdom","Web","Outdoors Shop","Camping Equipment","Packs","Canyon Mule Weekender Backpack",2013,"Q1 2013",8290.81,29,0.41704852,8290.81
"41047","United Kingdom","Sales visit","Outdoors Shop","Camping Equipment","Lanterns","Firefly Extreme",2013,"Q1 2013",8770.68,162,0.44052457,8510.76789848498
"41183","Belgium","Web","Department Store","Camping Equipment","Sleeping Bags","Hibernator Pad",2013,"Q1 2013",8884.32,223,0.50401606,8817.40621953484
"41261","Belgium","Web","Outdoors Shop","Camping Equipment","Lanterns","Firefly 2",2013,"Q1 2013",8566.81,313,0.39093898,8567.53384550593
"41332","Belgium","Web","Eyewear Store","Personal Accessories","Navigation","Glacier Deluxe",2013,"Q1 2013",8887.14,97,0.42152368,8740.56765428031
"41404","Belgium","Web","Sports Store","Personal Accessories","Knives","Bear Survival Edge",2013,"Q1 2013",8855.68,101,0.46395985,8655.55933505912
"41478","Austria","Telephone","Outdoors Shop","Camping Equipment","Lanterns","Firefly Extreme",2013,"Q1 2013",8283.42,153,0.44052457,8287.91152387625
"41579","Austria","Web","Department Store","Personal Accessories","Watches","Lux",2013,"Q1 2013",8261.6,46,0.47282851,8423.43965958745
"41591","Austria","Web","Department Store","Personal Accessories","Eyewear","Maximus",2013,"Q1 2013",8670,102,0.52317647,8694.41112669707
"41594","Austria","Web","Department Store","Personal Accessories","Eyewear","Hawk Eye",2013,"Q1 2013",8302.5,205,0.39753086,8472.18561170233
"41675","Austria","Web","Outdoors Shop","Personal Accessories","Eyewear","Polar Sun",2013,"Q1 2013",8663.64,141,0.57441099,8625.48269352431
"41679","Austria","Web","Outdoors Shop","Personal Accessories","Eyewear","Bella",2013,"Q1 2013",8775,130,0.4517037,8790.40994694412
"41838","Austria","Sales visit","Sports Store","Golf Equipment","Golf Accessories","Course Pro Golf Bag",2013,"Q1 2013",8772,40,0.63657091,8648.75926780758
"41897","Italy","Web","Golf Shop","Personal Accessories","Eyewear","Bella",2013,"Q1 2013",8775,130,0.45136524,8789.06036724209
"42100","Italy","Web","Outdoors Shop","Personal Accessories","Eyewear","Polar Sun",2013,"Q1 2013",8293.84,135,0.57435277,8452.33112545662
"42239","Spain","Fax","Sports Store","Personal Accessories","Eyewear","Polar Sports",2013,"Q1 2013",8590.57,73,0.49965602,8605.66600754122
"42352","Spain","Web","Department Store","Personal Accessories","Binoculars","Opera Vision",2013,"Q1 2013",8360,76,0.54,8596.74065658946
"42601","United States","Fax","Sports Store","Personal Accessories","Knives","Bear Survival Edge",2013,"Q2 2013",8417.28,96,0.46395985,8509.92367908517
"43501","Canada","Web","Outdoors Shop","Camping Equipment","Lanterns","Firefly Extreme",2013,"Q2 2013",8608.26,159,0.44052457,8459.29480621962
"43577","Canada","Web","Eyewear Store","Personal Accessories","Watches","Venue",2013,"Q2 2013",8687,119,0.42136986,8682.66626654818
"43633","Canada","Web","Sports Store","Camping Equipment","Lanterns","Firefly Extreme",2013,"Q2 2013",8445.84,156,0.44052457,8372.83509576944
"43774","Mexico","Web","Golf Shop","Personal Accessories","Eyewear","Polar Sun",2013,"Q2 2013",8348.4,135,0.57713454,8461.88705192277
"43998","Mexico","Web","Eyewear Store","Personal Accessories","Eyewear","Trendi",2013,"Q2 2013",8953.4,178,0.39960239,8879.53711182216
"44040","Mexico","Web","Sports Store","Personal Accessories","Watches","Sam",2013,"Q2 2013",8306.5,185,0.39064588,8568.97343510392
"44095","Mexico","Sales visit","Outdoors Shop","Camping Equipment","Lanterns","Firefly Extreme",2013,"Q2 2013",8554.12,158,0.44052457,8393.95214599442
"44111","Mexico","Sales visit","Outdoors Shop","Personal Accessories","Eyewear","Polar Ice",2013,"Q2 2013",8360,80,0.52449761,8515.40696389139
"44139","Brazil","Web","Golf Shop","Personal Accessories","Eyewear","Inferno",2013,"Q2 2013",8450,130,0.39492308,8464.87705289143
"44207","Brazil","Web","Department Store","Personal Accessories","Binoculars","Seeker Mini",2013,"Q2 2013",8534.4,105,0.50787402,8620.41819685895
"44276","Brazil","Web","Outdoors Shop","Camping Equipment","Lanterns","Firefly 2",2013,"Q2 2013",8621.55,315,0.39093898,8623.63751391573
"44585","Japan","Web","Department Store","Personal Accessories","Watches","Mountain Man Combination",2013,"Q2 2013",8932.65,93,0.53149401,8768.18081005883
"44590","Japan","Web","Department Store","Personal Accessories","Watches","Kodiak",2013,"Q2 2013",8421,70,0.44201401,8631.61476395479
"44712","Japan","Web","Outdoors Shop","Personal Accessories","Watches","Mountain Man Deluxe",2013,"Q2 2013",8986.52,116,0.49657932,8751.23970848031
"44785","Japan","Web","Eyewear Store","Personal Accessories","Knives","Max Gizmo",2013,"Q2 2013",8412.6,208,0.53746048,8292.3597858546
"44832","Japan","Web","Sports Store","Personal Accessories","Eyewear","Polar Ice",2013,"Q2 2013",8349,78,0.53577434,8539.25489006931
"44834","Japan","Web","Sports Store","Personal Accessories","Eyewear","Polar Wave",2013,"Q2 2013",8223.32,86,0.56996444,8449.67093582044
"44835","Japan","Web","Sports Store","Personal Accessories","Eyewear","Polar Extreme",2013,"Q2 2013",8304.8,56,0.5111261,8565.28985016991
"44892","Japan","Sales visit","Sports Store","Personal Accessories","Knives","Bear Edge",2013,"Q2 2013",8617.07,217,0.40745404,8606.78006557785
"44899","Singapore","Fax","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Firefly Climbing Lamp",2013,"Q2 2013",8856.94,226,0.44628732,8853.44182869664
"44921","Singapore","Web","Golf Shop","Personal Accessories","Watches","Venue",2013,"Q2 2013",8395,115,0.41753425,8552.09249259297
"45080","Singapore","Web","Warehouse Store","Personal Accessories","Eyewear","Polar Sports",2013,"Q2 2013",8393.04,72,0.49489577,8556.3288842014
"45244","Korea","Web","Golf Shop","Personal Accessories","Watches","Lux",2013,"Q2 2013",8441.2,47,0.47060134,8441.84277857347
"46224","Netherlands","Mail","Eyewear Store","Personal Accessories","Watches","Mountain Man Deluxe",2013,"Q2 2013",8424.78,106,0.50930469,8513.78197558126
"46399","Netherlands","Web","Outdoors Shop","Mountaineering Equipment","Safety","Granite Signal Mirror",2013,"Q2 2013",8976,272,0.52393939,8955.68102994157
"46425","Netherlands","Web","Outdoors Shop","Personal Accessories","Eyewear","Polar Sports",2013,"Q2 2013",8660.25,71,0.51727952,8616.76222971468
"46509","Netherlands","Web","Sports Store","Personal Accessories","Watches","Mountain Man Digital",2013,"Q2 2013",8556.94,208,0.5138449,8507.49331790059
"46511","Netherlands","Web","Sports Store","Personal Accessories","Watches","Venue",2013,"Q2 2013",8833,121,0.42136986,8740.30607351496
"46601","Netherlands","Sales visit","Outdoors Shop","Personal Accessories","Watches","Mountain Man Deluxe",2013,"Q2 2013",8366.76,108,0.49657932,8484.15772387136
"46700","Sweden","Web","Department Store","Personal Accessories","Watches","Sam",2013,"Q2 2013",8216.7,183,0.39109131,8513.10974137555
"46914","Denmark","Web","Golf Shop","Personal Accessories","Knives","Max Gizmo",2013,"Q2 2013",8967.9,222,0.53714247,8694.57039750976
"46956","Denmark","Web","Department Store","Personal Accessories","Eyewear","Polar Sun",2013,"Q2 2013",8760.92,148,0.55824274,8761.21639398376
"47088","Denmark","Web","Eyewear Store","Personal Accessories","Watches","Lux",2013,"Q2 2013",8861.6,53,0.47925657,8649.27417348684
"47348","Finland","Web","Eyewear Store","Personal Accessories","Watches","Legend",2013,"Q2 2013",8916.6,33,0.44641007,8732.28395917651
"47366","Finland","Web","Eyewear Store","Personal Accessories","Binoculars","Ranger Vision",2013,"Q2 2013",8898.7,53,0.53740322,8810.31533631798
"47599","France","Web","Department Store","Personal Accessories","Watches","Kodiak",2013,"Q2 2013",8661.6,72,0.43923525,8678.17450801067
"47846","France","Web","Sports Store","Camping Equipment","Sleeping Bags","Hibernator Pad",2013,"Q2 2013",8406.24,211,0.50401606,8470.03123917713
"47862","France","Web","Sports Store","Personal Accessories","Watches","Mountain Man Digital",2013,"Q2 2013",8821.32,212,0.51934631,8644.70932392944
"47873","France","Web","Sports Store","Personal Accessories","Eyewear","Polar Ice",2013,"Q2 2013",8696.6,80,0.54290182,8625.31490129851
"47974","France","Sales visit","Sports Store","Personal Accessories","Knives","Bear Edge",2013,"Q2 2013",8974.46,226,0.40745404,8866.15919692839
"47978","France","Sales visit","Sports Store","Personal Accessories","Binoculars","Seeker Mini",2013,"Q2 2013",8859.52,109,0.50787402,8699.17505405072
"48045","Germany","Mail","Outdoors Shop","Mountaineering Equipment","Safety","Granite Signal Mirror",2013,"Q2 2013",8448,256,0.52393939,8494.56257420727
"48074","Germany","Mail","Outdoors Shop","Personal Accessories","Navigation","Glacier Deluxe",2013,"Q2 2013",8612.28,94,0.42152368,8652.57180527314
"48097","Germany","E-mail","Sports Store","Camping Equipment","Sleeping Bags","Hibernator Pad",2013,"Q2 2013",8884.32,223,0.50401606,8815.87008097785
"48147","Germany","Web","Golf Shop","Personal Accessories","Watches","TX",2013,"Q2 2013",8592,45,0.44977188,8670.18742140465
"48215","Germany","Web","Department Store","Personal Accessories","Watches","Legend",2013,"Q2 2013",8473,32,0.43074708,8641.00925046599
"48298","Germany","Web","Warehouse Store","Personal Accessories","Binoculars","Seeker Mini",2013,"Q2 2013",8453.12,104,0.50787402,8591.59829337556
"48395","Germany","Web","Outdoors Shop","Personal Accessories","Navigation","Glacier Deluxe",2013,"Q2 2013",8703.9,95,0.42152368,8681.39170875654
"48507","Germany","Web","Sports Store","Personal Accessories","Binoculars","Seeker Mini",2013,"Q2 2013",8859.52,109,0.50787402,8735.69781079253
"48998","United Kingdom","Web","Department Store","Personal Accessories","Eyewear","Polar Sun",2013,"Q2 2013",8544.92,139,0.5746186,8567.13457475093
"49141","United Kingdom","Web","Outdoors Shop","Personal Accessories","Watches","Mountain Man Combination",2013,"Q2 2013",8624.88,88,0.54086318,8661.44004007705
"49406","Belgium","Web","Golf Shop","Personal Accessories","Watches","Zodiak",2013,"Q2 2013",8848,79,0.41839286,8656.9224247713
"49472","Belgium","Web","Department Store","Personal Accessories","Eyewear","Polar Ice",2013,"Q2 2013",8771.4,81,0.54113482,8647.08904654313
"49541","Belgium","Web","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Firefly Climbing Lamp",2013,"Q2 2013",8582.61,219,0.44628732,8651.70250431289
"49668","Belgium","Web","Sports Store","Personal Accessories","Knives","Bear Edge",2013,"Q2 2013",8339.1,210,0.40745404,8441.5634979359
"49733","Belgium","Sales visit","Outdoors Shop","Personal Accessories","Navigation","Glacier Deluxe",2013,"Q2 2013",8795.52,96,0.42152368,8673.68885549812
"49814","Austria","Web","Department Store","Personal Accessories","Eyewear","Polar Ice",2013,"Q2 2013",8987,85,0.53002671,8718.07604160308
"49902","Austria","Web","Outdoors Shop","Personal Accessories","Eyewear","Bella",2013,"Q2 2013",8557.5,126,0.45191002,8674.41687744158
"49922","Austria","Web","Outdoors Shop","Personal Accessories","Navigation","Glacier Deluxe",2013,"Q2 2013",8795.52,96,0.42152368,8710.21161223993
"49969","Austria","Web","Sports Store","Personal Accessories","Eyewear","Polar Sun",2013,"Q2 2013",8719.44,141,0.57713454,8634.80647282313
"49986","Austria","Web","Sports Store","Personal Accessories","Knives","Bear Edge",2013,"Q2 2013",8418.52,212,0.40745404,8499.20330490269
"50037","Austria","Sales visit","Warehouse Store","Personal Accessories","Binoculars","Seeker Mini",2013,"Q2 2013",8209.28,101,0.50787402,8468.61582618357
"50147","Italy","Web","Golf Shop","Personal Accessories","Eyewear","Polar Sports",2013,"Q2 2013",8626.18,74,0.49489577,8613.96869116818
"50270","Italy","Web","Warehouse Store","Personal Accessories","Eyewear","Polar Sports",2013,"Q2 2013",8742.75,75,0.49489577,8642.78859465157
"50877","United States","Fax","Sports Store","Golf Equipment","Golf Accessories","Course Pro Golf Bag",2013,"Q3 2013",8958.62,43,0.61745224,8668.18193168626
"51467","United States","Sales visit","Warehouse Store","Personal Accessories","Binoculars","Seeker Mini",2013,"Q3 2013",8778.24,108,0.50787402,8644.5655133531
"51646","Canada","Web","Golf Shop","Personal Accessories","Eyewear","Polar Sun",2013,"Q3 2013",8595.76,139,0.57713454,8551.37702864212
"51923","Canada","Web","Eyewear Store","Personal Accessories","Knives","Max Gizmo",2013,"Q3 2013",8709.8,214,0.53755425,8439.8634692295
"51975","Canada","Web","Sports Store","Personal Accessories","Eyewear","Trendi",2013,"Q3 2013",8299.5,165,0.39642147,8466.40508852196
"52025","Canada","Sales visit","Outdoors Shop","Camping Equipment","Lanterns","Firefly Extreme",2013,"Q3 2013",8608.26,159,0.44052457,8396.98241226359
"52069","Mexico","Web","Golf Shop","Personal Accessories","Watches","Legend",2013,"Q3 2013",8646.4,32,0.44572076,8674.92585503148
"52308","Mexico","Web","Eyewear Store","Personal Accessories","Eyewear","Polar Extreme",2013,"Q3 2013",8866.9,62,0.49305845,8640.37645680864
"52312","Mexico","Web","Eyewear Store","Personal Accessories","Eyewear","Maximus",2013,"Q3 2013",8330,98,0.52129412,8544.30003069871
"52444","Brazil","Web","Golf Shop","Personal Accessories","Watches","Sam",2013,"Q3 2013",8230.2,174,0.40211416,8271.89362487772
"52518","Brazil","Web","Department Store","Personal Accessories","Knives","Bear Edge",2013,"Q3 2013",8497.94,214,0.40745404,8531.05347465525
"52592","Brazil","Web","Outdoors Shop","Camping Equipment","Tents","Star Gazer 6",2013,"Q3 2013",8318.8,10,0.41097274,8347.69601995897
"52661","Brazil","Web","Outdoors Shop","Personal Accessories","Knives","Bear Survival Edge",2013,"Q3 2013",8417.28,96,0.46395985,8484.13404187094
"53048","Japan","Web","Outdoors Shop","Personal Accessories","Watches","Mountain Man Deluxe",2013,"Q3 2013",8211.82,106,0.49657932,8437.25103643216
"53244","Singapore","Fax","Outdoors Shop","Personal Accessories","Eyewear","Polar Sports",2013,"Q3 2013",8276.47,71,0.49489577,8501.71934350378
"53260","Singapore","Web","Golf Shop","Personal Accessories","Watches","Lux",2013,"Q3 2013",8527.2,51,0.47739234,8558.41127493035
"53345","Singapore","Web","Department Store","Personal Accessories","Eyewear","Polar Wave",2013,"Q3 2013",8426.95,89,0.56571713,8493.40523122667
"53419","Singapore","Web","Warehouse Store","Personal Accessories","Watches","Mountain Man Extreme",2013,"Q3 2013",8669.46,31,0.58453122,8630.28052353856
"53420","Singapore","Web","Warehouse Store","Personal Accessories","Eyewear","Polar Sun",2013,"Q3 2013",8975.32,146,0.57462241,8743.09945396285
"53422","Singapore","Web","Warehouse Store","Personal Accessories","Eyewear","Polar Sports",2013,"Q3 2013",8417.5,70,0.51035343,8534.53550979806
"53621","Korea","Fax","Department Store","Personal Accessories","Eyewear","Polar Sports",2013,"Q3 2013",8368.47,71,0.50044871,8523.86120697543
"53630","Korea","Web","Golf Shop","Personal Accessories","Watches","Infinity",2013,"Q3 2013",8755,35,0.43704626,8489.43211481789
"53814","Korea","Web","Warehouse Store","Personal Accessories","Watches","Mountain Man Extreme",2013,"Q3 2013",8669.46,31,0.58453122,8630.28052353856
"53823","Korea","Web","Warehouse Store","Personal Accessories","Binoculars","Seeker Mini",2013,"Q3 2013",8859.52,109,0.50787402,8709.9081735783
"53933","China","Web","Golf Shop","Personal Accessories","Watches","Kodiak",2013,"Q3 2013",8494.6,66,0.44922657,8519.30496614182
"53978","China","Web","Department Store","Personal Accessories","Eyewear","Maximus",2013,"Q3 2013",8378.3,99,0.51330461,8541.26246055094
"53981","China","Web","Department Store","Personal Accessories","Eyewear","Hawk Eye",2013,"Q3 2013",8262,204,0.40074074,8428.83904872134
"54002","China","Web","Warehouse Store","Personal Accessories","Eyewear","Polar Sun",2013,"Q3 2013",8653.35,146,0.55879515,8679.9896364517
"54291","Australia","Telephone","Department Store","Personal Accessories","Watches","Mountain Man Digital",2013,"Q3 2013",8237.34,200,0.51440635,8253.38318567895
"54325","Australia","Web","Golf Shop","Personal Accessories","Watches","Zodiak",2013,"Q3 2013",8200.9,74,0.42306332,8505.65632165333
"54392","Australia","Web","Department Store","Personal Accessories","Eyewear","Maximus",2013,"Q3 2013",8439,97,0.48678161,8377.86450657398
"54493","Australia","Web","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Firefly Climbing Lamp",2013,"Q3 2013",8504.23,217,0.44628732,8568.27306013188
"54606","Australia","Sales visit","Direct Marketing","Camping Equipment","Lanterns","Flicker Lantern",2013,"Q3 2013",8631.89,251,0.5457982,8577.15177881813
"54607","Australia","Sales visit","Direct Marketing","Personal Accessories","Watches","Mountain Man Deluxe",2013,"Q3 2013",8444.23,109,0.49657932,8487.18799014053
"54779","Netherlands","Web","Warehouse Store","Personal Accessories","Watches","Mountain Man Extreme",2013,"Q3 2013",8478,30,0.5888535,8618.69533421492
"54839","Netherlands","Web","Outdoors Shop","Personal Accessories","Watches","Mountain Man Extreme",2013,"Q3 2013",8478,30,0.5888535,8618.69533421492
"54879","Netherlands","Web","Eyewear Store","Personal Accessories","Watches","Sam",2013,"Q3 2013",8372.1,177,0.39112051,8314.51711571178
"55276","Sweden","Web","Sports Store","Personal Accessories","Knives","Bear Edge",2013,"Q3 2013",8895.04,224,0.40745404,8819.25250948919
"55343","Denmark","Web","Golf Shop","Personal Accessories","Binoculars","Ranger Vision",2013,"Q3 2013",8467.2,49,0.44444444,8298.58106533356
